datetime,matte_west,Power
4/30/2023 16:11,1095.992065,9.308016777
4/30/2023 16:11,1145,9.316592216
4/30/2023 16:11,1145.935547,9.32070446
4/30/2023 16:11,1110.977295,9.209298134
4/30/2023 16:11,1121.999512,9.094203949
4/30/2023 16:11,1243.983276,9.067704201
4/30/2023 16:12,1042.998047,9.065443993
4/30/2023 16:12,1051.972046,9.053097725
4/30/2023 16:12,1018.213501,8.979597092
4/30/2023 16:12,1379.02124,8.90903759
4/30/2023 16:12,1159.997192,8.857481956
4/30/2023 16:12,1144.985596,8.853305817
4/30/2023 16:13,1143.959229,8.663498878
4/30/2023 16:13,1037.516235,8.547610283
4/30/2023 16:13,1179.804688,8.495401382
4/30/2023 16:13,1037.988403,8.097232819
4/30/2023 16:13,1147.999023,7.744012833
4/30/2023 16:14,1119.963623,8.41574192
4/30/2023 16:14,1033.994629,8.934667587
4/30/2023 16:14,1009.612793,9.257583618
